,TempHighF,TempAvgF,TempLowF,DewPointHighF,DewPointAvgF,DewPointLowF,HumidityHighPercent,HumidityAvgPercent,HumidityLowPercent,SeaLevelPressureAvgInches,VisibilityHighMiles,VisibilityAvgMiles,VisibilityLowMiles,WindHighMPH,WindAvgMPH,WindGustMPH,PrecipitationSumInches
709,55,50,45,48,45,43,100,86,72,30.06,10,10,4,7,2,11,0
710,59,53,46,46,43,39,93,72,51,30.05,10,10,10,7,2,12,0
711,68,55,42,48,40,31,100,65,29,30.18,10,10,0,9,3,14,0
712,63,52,40,38,37,35,86,61,36,30.38,10,10,10,8,1,12,0
713,63,50,37,43,38,35,92,66,39,30.45,10,10,10,9,2,13,0
714,65,51,37,43,39,35,92,66,40,30.43,10,10,10,9,2,14,0
715,70,57,44,51,46,42,93,71,49,30.4,10,10,9,10,2,16,0
716,69,57,44,47,43,40,92,64,35,30.27,10,10,4,7,1,12,0
717,75,59,42,54,48,41,96,70,43,30.03,10,10,8,12,3,21,0
718,76,62,47,50,47,41,93,61,29,29.98,10,10,8,8,2,13,0
719,78,65,51,62,58,46,100,78,56,29.86,10,8,2,10,4,19,0
720,79,66,52,65,61,51,100,79,58,29.83,10,6,0,14,6,23,0
721,75,73,70,70,67,65,90,85,79,29.75,10,9,6,17,9,29,0.01
722,74,60,46,69,52,43,96,84,72,29.7,10,6,1,23,4,37,1.54
723,75,59,42,46,41,35,89,57,25,29.78,10,10,10,10,3,18,0
724,75,64,53,65,60,45,100,86,71,29.72,10,10,8,9,4,16,0
725,63,55,46,39,29,25,53,40,27,29.92,10,10,10,15,8,26,0
726,68,54,39,37,31,23,79,54,28,30.08,10,10,10,14,4,25,0
727,58,46,34,35,31,27,76,55,33,30.37,10,10,10,13,3,24,0
728,66,51,36,48,40,32,92,68,44,30.4,10,10,10,13,4,20,0
729,67,59,51,62,56,48,100,89,78,30.12,10,10,5,13,5,25,0.0
730,76,65,54,64,61,51,93,79,64,29.96,10,9,5,8,2,15,0
731,79,64,49,66,57,46,93,69,45,29.7,10,10,10,13,5,20,0
732,81,67,53,66,54,40,93,59,25,29.57,10,9,3,15,3,24,0
733,74,63,52,63,56,46,93,81,68,29.84,10,9,4,10,1,16,0
734,70,61,51,66,53,43,93,77,61,29.95,10,9,6,9,2,17,0
735,78,74,70,70,69,68,93,85,76,29.72,10,9,5,21,10,31,0.1
736,73,55,36,69,47,33,93,89,84,29.68,10,8,1,21,10,33,1.32
737,46,41,36,34,30,28,92,75,58,29.94,10,10,10,21,8,35,0.0
738,49,43,37,43,36,32,92,74,56,30.09,10,8,3,8,3,11,0.03
739,57,49,41,44,42,39,100,80,59,30.23,10,7,3,9,4,14,0.0
740,53,46,39,40,39,37,93,78,63,30.32,10,10,10,13,6,20,0
741,48,46,44,36,33,28,66,60,53,30.48,0.0,0.0,0.0,15,8,24,0.0
742,47,45,42,42,34,29,100,77,53,30.42,0.0,0.0,0.0,8,2,13,0.2
743,62,52,41,43,39,32,96,70,43,30.3,10,10,10,9,3,14,0.0
744,58,48,37,33,31,30,79,58,36,30.33,10,10,10,9,4,13,0
745,56,46,36,40,36,32,85,68,51,30.28,10,10,10,9,3,12,0.0
746,53,50,46,52,47,41,100,86,71,30.05,10,5,1,9,3,13,0.13
747,73,61,49,53,50,46,100,71,41,29.9,10,5,0,9,2,13,0
748,66,55,44,57,50,43,100,86,72,29.79,10,7,2,13,3,18,0
749,58,48,38,44,34,28,71,59,46,30.02,10,10,10,18,9,30,0
750,50,42,33,28,26,25,82,61,39,30.3,10,10,10,12,4,16,0
751,56,45,34,32,28,25,82,59,35,30.26,10,10,10,7,1,9,0
752,66,50,34,39,34,29,89,58,27,30.28,10,10,10,10,2,16,0
753,66,52,38,42,39,36,92,68,43,30.17,10,10,10,10,2,17,0
754,70,59,47,55,50,40,93,75,57,29.91,10,10,10,12,3,19,0
755,70,59,48,53,39,29,93,58,22,29.79,10,10,10,10,3,17,0
756,64,54,43,43,37,33,76,61,46,29.96,10,10,10,20,5,29,0.0
757,57,45,32,35,32,30,89,65,41,30.19,10,10,10,12,3,18,0
758,59,48,36,38,36,33,92,70,47,30.32,10,10,10,8,2,12,0
759,69,56,43,51,47,41,100,78,55,30.19,10,7,2,14,4,26,0
760,57,51,45,51,39,31,89,70,50,30.1,10,10,9,12,4,17,0
761,64,54,43,56,46,27,100,66,32,30,10,6,1,22,7,36,0.01
762,54,46,37,30,29,28,70,56,41,30.31,10,10,10,18,8,26,0
763,57,44,31,32,30,27,85,61,36,30.28,10,10,10,8,3,12,0
764,70,53,35,52,41,31,82,61,40,30.03,10,10,10,14,5,24,0
765,75,66,56,57,51,37,93,66,38,29.94,10,10,10,10,4,20,0
766,58,51,43,36,32,26,58,50,41,30.2,10,10,10,18,10,30,0.0
767,59,48,36,30,26,20,70,47,24,30.32,10,10,10,14,5,21,0
768,71,52,32,36,32,27,82,53,23,30.17,10,10,10,10,2,17,0
769,76,57,38,39,35,33,85,53,21,30.02,10,10,10,14,4,24,0
770,77,62,46,56,46,39,84,59,33,29.87,10,10,10,14,6,25,0
771,86,72,58,58,54,36,93,55,17,29.81,10,10,10,12,5,19,0
772,77,66,54,61,54,37,100,73,46,29.74,10,7,0,18,8,28,0
773,72,62,51,36,27,23,37,28,18,29.78,10,10,5,16,6,23,0
774,58,49,39,27,25,23,54,41,28,30.2,10,10,10,15,7,23,0
775,59,47,34,28,23,19,75,49,23,30.46,10,10,10,8,3,12,0
776,62,48,33,39,28,23,70,47,24,30.38,10,10,10,15,4,22,0
777,60,51,39,41,31,25,79,51,28,30.35,10,10,10,15,7,29,0
778,68,50,32,37,33,30,96,62,28,30.23,10,10,6,13,3,21,0
779,65,56,46,33,20,14,58,37,15,30.34,10,10,10,17,8,29,0
780,74,57,39,33,27,20,59,40,20,30.32,10,10,10,14,6,23,0
781,74,56,38,36,33,30,82,54,25,30.3,10,10,10,9,3,16,0
782,83,68,52,47,37,30,52,36,20,30.12,10,10,10,13,5,20,0
783,79,63,47,48,43,38,93,60,27,30.21,10,10,10,10,3,19,0
784,75,64,52,54,47,38,78,60,42,30.25,10,10,10,15,6,24,0
785,75,66,57,57,55,53,93,71,49,29.97,10,10,9,15,6,26,0
786,74,62,50,58,49,35,90,59,27,29.89,10,10,10,16,5,25,0
787,82,63,43,47,40,32,71,49,26,29.99,10,10,10,12,4,19,0
788,75,63,50,42,33,25,44,35,25,30.2,10,10,10,13,6,21,0
789,79,67,54,58,54,45,93,68,42,30.16,10,10,7,16,9,29,0
790,81,73,64,62,58,56,81,63,45,30.1,10,10,10,16,8,28,0
791,76,71,66,64,62,60,87,76,64,30.03,10,10,7,14,6,21,0
792,71,68,65,65,63,60,93,86,79,30,10,10,8,9,3,16,0.01
793,72,65,57,59,56,52,90,74,57,29.88,10,10,7,12,4,18,0
794,61,54,47,58,50,36,93,76,59,29.73,10,8,1,23,9,37,1.33
795,65,54,42,38,30,23,76,49,21,30.18,10,10,10,18,7,28,0
796,69,54,38,34,31,27,79,53,26,30.31,10,10,10,13,5,19,0
797,64,53,41,36,29,25,56,42,27,30.4,10,10,10,10,3,16,0
798,73,58,42,52,45,36,82,62,42,30.24,10,10,10,14,5,21,0
799,78,67,55,59,55,52,93,72,50,30.04,10,10,10,13,7,23,0
800,77,70,62,61,60,57,93,72,50,30.04,10,10,10,13,6,22,0
801,81,70,59,62,55,35,87,62,36,30.02,10,10,10,16,8,28,0
802,78,64,49,62,47,32,81,59,36,30.06,10,10,8,16,6,25,0
803,83,73,62,64,50,33,87,53,18,29.97,10,10,9,17,7,28,0
804,76,61,45,47,37,33,71,48,25,30.12,10,10,10,12,4,22,0
805,79,68,57,56,54,49,93,66,39,30.13,10,10,10,12,6,18,0
806,77,68,58,60,57,54,93,74,54,30.08,10,9,5,16,9,26,0
807,76,70,64,65,62,59,87,76,64,29.83,10,9,2,21,11,33,0.01
808,83,76,68,69,66,64,90,74,58,29.69,10,8,1,17,9,30,0.22
809,71,65,59,67,58,57,100,92,84,29.75,10,6,1,15,8,27,2.18
810,64,61,58,61,59,57,93,92,90,29.88,10,8,2,16,8,26,0.4
811,71,65,59,63,61,57,100,87,73,29.93,10,7,2,9,3,15,0.36
812,74,66,57,58,56,54,100,75,49,29.9,10,10,8,9,4,16,0.0
813,85,71,56,61,51,37,97,59,20,29.79,10,8,2,15,4,25,0
814,92,73,54,63,50,41,73,48,23,29.79,10,10,10,14,5,26,0
815,92,80,67,68,58,41,100,59,18,29.79,10,7,3,12,6,20,0
816,81,71,61,67,57,42,84,61,37,29.93,10,9,5,13,5,17,0
817,79,73,67,67,66,64,90,76,62,29.88,10,6,1,7,4,12,0.02
818,79,68,56,69,66,51,100,85,69,29.82,10,7,2,17,5,25,0.07
819,62,55,47,49,36,28,72,52,31,30.16,10,10,10,18,11,29,0
820,64,53,42,32,28,25,62,44,25,30.39,10,10,10,15,5,23,0
821,68,52,35,39,34,30,82,57,32,30.37,10,10,10,12,4,20,0
822,78,62,45,58,50,40,86,67,47,30.06,10,10,10,17,9,31,0
823,82,74,65,65,62,59,87,71,54,29.8,10,10,7,15,9,27,0.05
824,70,59,48,67,46,31,72,51,30,29.93,10,8,2,17,8,28,0.15
825,73,57,41,46,41,39,89,60,31,29.95,10,10,10,12,4,19,0
826,74,61,48,57,53,47,93,75,57,29.9,10,9,5,13,4,20,0
827,74,65,56,63,55,44,100,70,40,30.03,10,8,2,15,5,24,0.0
828,75,62,48,46,42,40,71,51,31,30.09,10,10,10,10,4,18,0
829,69,64,58,68,62,47,100,76,52,29.91,10,5,2,13,6,22,0.02
830,77,73,68,70,69,68,100,88,76,29.74,10,5,2,14,7,24,0.03
831,86,76,66,69,56,39,97,59,20,29.67,10,7,2,12,5,18,0
832,66,59,51,52,45,38,72,57,42,29.97,10,9,2,21,8,37,0.34
833,74,60,45,42,38,34,76,50,23,30.24,10,10,10,13,5,20,0
834,79,62,44,45,41,39,89,58,27,30.18,10,10,10,12,3,17,0
835,83,68,53,53,46,38,66,48,30,30.15,10,10,10,12,4,18,0
836,82,68,53,55,47,40,66,50,33,30.14,10,10,10,15,5,25,0
837,82,69,55,58,48,35,90,56,21,30.04,10,10,10,15,6,23,0
838,85,67,48,51,45,41,86,55,23,30.01,10,10,10,9,3,19,0
839,80,68,55,49,43,38,77,51,25,30.11,10,10,10,12,4,19,0
840,77,68,58,58,53,44,84,63,41,30.09,10,10,2,16,5,26,0.02
841,79,72,65,66,62,59,87,75,62,29.96,10,10,10,21,8,32,0.0
842,89,80,70,71,68,66,93,74,55,29.89,10,10,6,15,5,26,0.0
843,73,68,62,70,61,58,93,83,73,30.03,10,8,1,15,7,26,1.19
844,72,65,58,61,60,58,100,83,66,30.04,10,8,2,10,4,20,0.4
845,77,66,54,58,56,53,100,75,50,30,10,6,0,10,4,17,0
846,79,67,54,62,58,53,100,77,54,29.87,10,8,4,14,5,22,0
847,75,70,64,71,66,61,100,92,84,29.84,10,7,1,16,8,28,0.25
848,78,71,64,71,67,63,97,90,82,29.93,10,5,0,16,6,25,1.34
849,75,69,63,68,65,63,100,87,73,30.05,10,6,1,13,4,23,1.13
850,81,72,62,67,64,61,100,79,58,30.06,10,6,1,8,2,13,0
851,81,71,60,67,63,58,93,72,51,29.98,10,9,2,20,4,35,0.58
852,83,72,60,66,61,58,93,70,47,29.97,10,8,2,17,5,25,0.41
853,84,72,60,60,55,49,93,63,33,30.06,10,10,10,12,4,16,0
854,83,69,55,59,54,50,87,61,34,30.02,10,10,10,9,3,17,0
855,79,71,63,67,63,58,93,79,64,29.86,10,10,10,13,6,20,0.0
856,88,79,70,73,69,67,93,76,59,29.77,10,10,6,15,7,25,0
857,86,79,72,72,69,66,93,77,61,29.67,10,8,4,17,9,27,0
858,90,76,62,71,58,36,93,54,15,29.69,10,8,1,16,5,37,0.54
859,87,75,63,73,66,56,93,71,48,29.78,10,8,2,15,7,25,0.0
860,84,80,75,74,73,72,94,82,70,29.65,10,7,3,14,7,23,0.0
861,86,76,66,74,67,62,94,73,51,29.7,10,8,0,13,4,23,0.92
862,78,72,66,65,60,55,87,69,50,29.89,10,10,10,13,7,22,0.0
863,70,64,57,54,51,49,80,68,55,30.07,10,10,10,15,7,25,0.0
864,78,67,55,51,48,46,86,60,33,30.08,10,10,10,12,4,19,0
865,87,71,54,55,51,47,89,57,25,30.04,10,10,10,13,5,19,0
866,89,74,59,56,53,50,72,51,29,30.02,10,10,10,8,4,15,0
867,86,71,56,55,53,50,86,60,34,30.03,10,10,10,10,3,19,0
868,85,73,60,62,58,56,90,65,40,29.96,10,10,10,17,6,29,0
869,73,70,67,69,65,62,97,88,78,29.85,10,10,3,17,8,27,0.11
870,87,77,67,70,66,64,87,69,50,29.76,10,10,7,16,7,30,0
871,91,79,66,74,70,64,93,75,56,29.87,10,6,2,17,8,29,0.27
872,87,76,65,73,67,63,87,76,65,29.98,10,8,2,18,6,26,0.33
873,84,76,68,70,68,63,93,78,62,30.09,10,9,2,17,4,29,0.11
874,87,79,71,70,67,64,79,69,58,30.09,10,10,10,8,4,13,0.0
875,81,72,63,71,68,64,100,87,74,30.07,10,6,1,9,2,16,0.77
876,72,67,62,67,62,54,93,83,72,30.05,10,9,4,9,4,15,0.23
877,80,74,67,67,66,65,100,84,67,29.92,10,6,2,12,5,17,0.26
878,82,74,65,69,66,61,100,83,65,29.92,10,6,1,20,5,31,0.2
879,78,71,64,63,61,58,93,77,60,30.02,10,10,4,15,7,23,0.16
880,76,69,61,65,61,59,100,84,68,29.97,10,5,1,15,5,29,2.25
881,83,73,62,66,62,60,93,74,55,29.98,10,9,5,8,3,13,0
882,83,77,70,74,69,64,87,81,74,30,10,10,8,9,4,16,0
883,87,80,72,75,72,69,93,82,70,29.94,10,10,6,14,5,22,0.0
884,85,78,71,75,72,69,93,84,74,29.88,10,9,2,14,7,22,0.01
885,87,81,74,74,72,70,87,76,65,29.91,10,10,10,13,8,22,0
886,86,82,77,77,75,73,88,81,74,29.96,10,8,5,13,6,22,0
887,90,79,68,78,73,67,93,76,59,29.84,10,8,5,16,7,28,0.52
888,77,71,65,69,66,64,100,87,74,29.76,10,8,2,12,6,21,0.35
889,91,78,65,77,69,64,100,79,57,29.9,10,6,0,13,5,19,0.02
890,88,79,70,74,71,66,100,78,55,30.03,10,8,3,14,6,21,0.18
891,89,78,66,72,67,61,93,67,40,29.99,10,8,2,13,5,19,0.31
892,82,75,67,75,71,67,100,85,69,29.87,10,8,1,14,3,22,1.07
893,87,78,68,72,69,66,97,75,53,29.88,10,6,1,10,2,16,0.19
894,84,76,68,72,69,63,100,76,51,29.88,10,7,1,10,4,18,0.36
895,85,75,65,70,66,63,93,74,55,29.89,10,6,1,10,3,16,1.61
896,86,77,67,71,68,66,100,76,51,29.89,10,9,2,13,5,20,0.1
897,88,78,68,68,62,53,97,66,34,29.86,10,10,10,14,6,22,0
898,90,80,70,63,59,57,68,53,38,29.85,10,10,10,13,4,20,0
899,92,81,69,70,65,63,84,64,44,29.88,10,10,10,8,2,14,0
900,92,81,70,72,70,67,93,71,49,29.9,10,10,7,12,3,18,0
901,92,82,71,72,70,67,93,73,52,29.92,10,10,6,20,5,34,0
902,91,80,69,73,71,68,97,77,56,29.95,10,10,9,10,3,14,0
903,93,85,76,75,74,72,88,72,56,30,10,9,5,12,6,19,0
904,94,86,77,77,76,75,91,74,56,30,10,10,8,14,6,22,0
905,94,85,76,76,75,73,91,76,60,29.94,10,10,10,12,5,18,0
906,94,86,78,76,74,73,85,71,56,29.85,10,10,8,12,6,21,0
907,96,87,78,75,73,71,85,66,46,29.9,10,8,6,13,7,23,0
908,96,86,75,75,73,70,94,71,48,29.94,10,9,6,14,6,22,0
909,97,87,76,75,73,71,94,70,46,29.93,10,10,9,10,6,19,0
910,96,86,76,75,73,71,88,67,46,29.96,10,9,7,10,4,16,0
911,94,86,77,76,73,68,85,67,49,30.06,10,10,10,12,4,17,0
912,95,85,75,74,71,69,87,65,43,30.14,10,10,10,9,4,17,0
913,96,86,75,73,71,69,87,66,45,30.08,10,10,10,9,4,16,0
914,96,86,76,74,72,71,94,72,49,30,10,10,3,13,6,22,0
915,95,85,75,73,72,68,94,70,46,30.03,10,10,10,14,6,22,0
916,93,84,75,74,73,71,94,73,52,30.01,10,10,10,13,6,20,0
917,88,83,77,78,75,72,94,81,68,30.03,10,10,7,10,5,16,0.02
918,95,86,76,76,73,69,100,73,46,30.07,10,9,5,13,5,19,0
919,96,86,75,75,71,68,87,65,42,30.06,10,10,10,8,2,15,0
920,101,87,72,73,71,68,100,69,37,30.02,10,9,1,26,3,39,0.33
921,96,84,71,75,70,66,93,66,39,29.97,10,10,10,9,2,13,0
922,94,85,76,74,71,67,88,65,41,29.94,10,10,10,10,4,17,0
923,96,85,74,74,71,69,93,70,46,29.97,10,10,8,10,5,17,0
924,98,87,76,74,73,71,88,67,45,29.97,10,10,9,14,7,23,0
925,98,88,78,75,74,73,85,67,48,29.91,10,10,10,15,8,25,0
926,99,90,80,75,74,70,85,62,39,29.9,10,10,10,14,8,24,0
927,99,89,79,75,74,73,85,65,45,29.95,10,9,0,16,8,26,0
928,100,90,79,75,73,68,91,68,45,29.94,10,10,10,16,8,28,0
929,99,89,79,74,73,71,85,64,42,29.92,10,10,5,16,9,26,0
930,100,90,79,75,73,68,85,64,42,29.96,10,10,10,14,7,23,0
931,99,89,78,76,73,69,91,65,39,29.99,10,10,8,13,7,23,0
932,97,87,77,78,74,69,91,67,42,29.95,10,9,6,14,6,25,0.04
933,100,90,79,75,71,65,85,60,35,29.88,10,10,9,17,9,31,0
934,100,89,77,74,72,69,88,64,39,29.91,10,10,10,17,9,28,0
935,101,91,80,76,73,69,85,64,42,29.96,10,10,10,15,8,25,0
936,101,89,77,74,73,71,88,64,40,29.96,10,10,10,17,8,24,0
937,101,90,78,75,71,64,91,62,33,29.97,10,10,9,13,7,22,0
938,100,88,76,74,72,66,94,66,38,29.98,10,10,9,12,5,20,0
939,99,88,76,74,72,66,88,63,38,30.02,10,10,10,12,7,20,0
940,99,89,78,75,72,68,91,65,39,30.09,10,10,10,14,5,23,0
941,100,89,77,74,72,69,85,64,42,30.11,10,10,10,15,5,24,0
942,101,89,77,75,72,66,88,62,35,30.12,10,10,10,13,5,22,0
943,101,89,76,73,69,65,87,60,33,30.07,10,10,10,12,4,20,0
944,102,89,76,73,69,65,87,59,31,30.01,10,10,10,12,4,17,0
945,101,90,78,74,71,67,85,60,35,29.93,10,10,10,13,6,21,0
946,101,90,78,75,73,68,91,64,37,29.91,10,10,10,13,5,21,0
947,102,89,76,76,73,69,94,66,37,29.91,10,9,2,21,3,33,0.76
948,93,84,75,77,75,71,100,76,52,29.93,10,7,1,9,2,17,0.08
949,92,83,74,78,74,70,100,78,55,29.97,10,6,0,16,3,26,1.06
950,97,86,75,76,73,71,94,70,46,29.98,10,10,8,22,3,30,0
951,96,85,74,75,72,69,91,67,43,29.97,10,10,10,9,4,17,0
952,97,87,76,76,73,69,100,71,42,29.98,10,10,10,12,5,18,0
953,98,88,78,75,73,67,91,66,40,29.97,0.0,0.0,0.0,13,6,21,0
954,99,87,75,74,70,60,94,62,29,30,10,10,10,13,6,22,0
955,98,87,75,74,72,69,94,67,39,30.03,10,10,10,12,5,19,0
956,99,88,76,74,72,70,94,68,42,29.98,10,10,10,10,4,18,0
957,99,88,76,75,72,70,88,65,42,29.92,10,10,10,12,5,20,0
958,100,89,77,76,73,71,91,67,42,29.93,10,10,10,12,5,18,0
959,100,89,77,75,71,67,88,63,38,29.93,10,10,10,12,4,18,0
960,100,89,77,75,72,68,91,65,39,29.89,10,10,10,12,6,19,0
961,100,89,78,75,72,68,91,65,39,29.86,10,10,10,10,5,20,0
962,102,91,79,76,73,68,91,66,40,29.88,10,10,10,13,6,20,0
963,102,92,81,77,73,68,91,64,37,29.93,10,10,10,12,5,20,0
964,102,90,78,76,74,69,91,64,37,29.91,10,10,10,12,5,21,0
965,105,92,79,76,73,69,91,63,35,29.81,10,10,9,15,5,24,0
966,96,87,77,76,73,70,94,73,52,29.82,10,10,7,13,3,19,0.1
967,84,78,71,76,75,70,100,90,79,29.91,10,7,1,15,3,24,0.92
968,76,74,71,73,72,70,100,97,93,30,10,5,1,7,2,12,2.35
969,83,77,71,76,73,70,100,90,79,30.02,10,6,0,10,3,16,1.79
970,84,80,75,78,75,73,100,90,79,30.06,10,8,1,12,3,16,0.3
971,88,81,74,80,75,73,100,84,68,30.04,10,9,1,12,2,18,0.17
972,93,84,75,77,75,72,100,76,52,29.94,10,9,2,10,5,19,0.06
973,83,78,73,77,74,72,94,87,79,29.89,10,8,1,10,4,17,0.74
974,82,78,73,75,73,71,100,87,74,29.97,10,9,4,8,2,14,0.11
975,91,83,75,77,74,70,94,75,56,30.05,10,9,2,13,4,20,0.04
976,94,86,77,76,74,69,91,70,49,30.09,10,10,9,13,7,21,0
977,93,85,76,75,73,69,94,72,49,30.09,10,10,5,13,6,21,0
978,94,84,74,75,73,70,100,75,49,30.04,10,10,7,13,2,17,0.04
979,93,84,75,75,73,71,94,73,52,30,10,10,10,13,3,20,0
980,92,82,72,73,71,69,93,73,52,29.96,10,10,9,12,3,19,0
981,92,83,73,75,72,70,91,72,52,29.98,10,9,1,12,3,22,0.16
982,91,82,73,75,72,71,94,75,56,29.98,10,9,3,16,5,25,0.06
983,92,83,73,73,72,70,94,73,52,29.97,10,10,10,12,4,16,0
984,94,84,74,74,72,70,100,75,49,29.93,10,10,8,9,2,14,0.09
985,96,86,75,74,72,69,94,70,46,29.92,10,10,8,10,4,15,0
986,92,84,75,75,72,70,87,73,59,29.97,10,10,8,9,3,17,0
987,92,83,73,74,72,69,94,73,52,29.95,10,9,5,10,3,17,0.0
988,93,84,75,75,73,71,94,73,52,29.96,10,9,6,13,3,19,0.01
989,94,84,73,77,74,72,94,77,59,30.01,10,10,9,14,5,19,0.0
990,95,86,77,78,76,75,97,79,60,30.07,10,10,5,17,6,25,0.01
991,96,87,78,77,76,73,97,75,52,30.08,10,10,8,13,6,20,0
992,95,86,77,76,73,69,91,70,49,29.99,10,10,10,12,6,20,0
993,95,86,77,75,73,71,94,72,49,29.93,10,10,10,13,6,20,0
994,93,82,71,75,71,64,94,68,41,30.06,10,9,2,18,6,31,0.05
995,93,81,69,68,66,64,84,64,44,30.08,10,10,10,7,2,10,0
996,93,82,70,73,69,67,93,70,47,29.94,10,10,10,10,3,15,0
997,94,84,74,75,72,69,100,73,46,29.96,10,10,6,9,3,15,0.0
998,92,84,76,76,71,69,82,66,49,30.02,10,10,9,14,3,18,0.0
999,94,83,72,74,71,69,93,70,46,29.97,10,10,3,12,3,17,0
1000,95,85,75,74,71,68,94,69,44,29.92,10,10,10,9,2,12,0
1001,96,85,75,75,72,70,90,67,46,29.94,10,10,10,7,1,0.0,0
1002,98,87,75,75,73,71,94,70,45,29.93,10,10,10,8,2,12,0
1003,99,88,76,75,73,71,94,68,42,29.97,10,10,10,10,3,16,0
1004,99,87,75,75,71,65,94,66,38,30.01,10,10,10,10,3,17,0
1005,96,86,75,75,69,61,91,62,33,29.99,10,10,7,10,2,13,0
1006,94,82,70,74,69,65,84,64,44,29.95,10,10,10,14,5,18,0
1007,93,85,76,77,74,72,94,73,52,29.96,10,9,2,14,5,20,0.03
1008,97,87,77,76,74,72,94,72,49,29.95,10,10,4,15,5,23,0.01
1009,88,79,70,76,73,69,100,83,65,29.98,10,9,0,13,4,21,0.76
1010,73,70,67,72,69,62,100,89,78,30.08,10,7,1,13,6,20,1.22
1011,80,74,67,64,62,61,87,71,54,30.07,10,10,10,9,3,13,0
1012,89,77,65,65,60,52,93,61,29,30.04,10,10,10,8,1,11,0
1013,86,75,63,62,55,50,87,61,34,30.15,10,10,10,12,5,21,0
1014,83,72,60,55,52,50,73,54,34,30.14,10,10,10,8,2,12,0
1015,80,70,59,61,56,53,87,65,42,30.06,10,10,10,7,1,13,0.0
1016,85,72,58,60,58,53,93,65,37,30.02,10,10,10,8,2,11,0
1017,87,75,62,64,61,59,90,66,42,29.91,10,10,9,10,3,14,0
1018,91,81,70,72,69,65,90,69,47,29.8,10,10,8,12,5,20,0
1019,92,84,75,74,72,68,94,72,49,29.87,10,10,10,13,5,21,0
1020,92,84,76,74,72,68,94,71,47,29.91,10,10,10,16,5,23,0.0
1021,89,76,63,73,69,58,94,74,53,30.02,10,10,7,16,5,26,0.0
1022,86,74,61,63,60,57,90,69,48,30.18,10,10,10,9,5,16,0
1023,84,71,58,58,47,41,73,49,24,30.21,10,10,10,8,4,14,0
1024,84,68,52,52,46,39,83,53,23,30.16,10,10,10,7,1,11,0
1025,88,71,53,59,53,48,83,57,30,30.09,10,10,10,9,1,13,0
1026,91,76,61,72,65,57,84,66,47,30.04,10,10,10,10,3,17,0
1027,89,79,68,73,69,62,94,73,51,30.09,10,10,4,12,2,16,0.17
1028,87,77,67,71,67,62,100,74,48,30.1,10,7,0,14,3,24,0.0
1029,91,81,71,71,70,67,93,70,47,30.02,10,10,10,12,4,21,0
1030,94,85,75,72,70,64,87,66,44,29.94,10,10,10,14,5,20,0
1031,94,84,74,72,70,63,93,69,44,29.86,10,10,10,12,6,23,0
1032,93,84,75,73,71,66,87,67,47,29.85,10,10,10,13,6,22,0
1033,92,84,75,74,71,66,94,71,47,29.93,10,10,10,12,5,18,0
1034,83,74,65,70,61,44,93,60,26,30.07,10,10,10,17,7,29,0
1035,77,65,53,47,45,41,71,50,28,30.23,10,10,10,9,3,15,0
1036,80,64,47,48,45,41,86,57,27,30.17,10,10,10,9,2,16,0
1037,84,70,55,62,55,47,86,63,39,30.15,10,10,10,13,3,19,0.0
1038,86,77,67,67,64,61,93,71,48,30.19,10,10,10,10,4,16,0.0
1039,86,77,67,66,63,59,100,72,44,30.16,10,8,1,10,3,17,0
1040,87,76,64,66,62,60,93,69,44,30.12,10,10,10,10,2,14,0
1041,88,76,64,67,62,58,93,68,43,30.16,10,10,10,9,3,14,0
1042,86,74,61,64,60,57,90,67,44,30.16,10,10,10,12,2,16,0
1043,86,75,64,65,62,58,93,68,42,30.13,10,10,8,12,2,21,0
1044,87,76,65,67,63,54,100,67,34,30.11,10,10,8,10,2,14,0
1045,86,73,60,69,62,58,100,72,44,30.05,10,8,0,12,3,17,0
1046,91,81,71,73,71,64,100,72,44,29.98,10,9,1,15,5,22,0.33
1047,88,81,73,74,72,69,100,78,55,30.06,10,9,5,12,6,17,0.01
1048,80,74,68,73,70,66,93,84,74,30.19,10,8,0,16,5,25,1.07
1049,73,71,68,67,66,64,93,89,84,30.24,10,9,6,8,4,11,0
1050,72,68,63,68,66,59,100,91,81,30.22,10,6,1,7,2,12,0.24
1051,76,68,59,67,60,57,93,85,76,30.13,10,10,5,12,2,20,0.07
1052,71,66,61,69,65,61,100,94,87,30.09,10,5,1,7,2,12,0.08
1053,69,66,62,66,64,62,100,92,84,30.16,10,8,2,10,4,16,0.49
1054,65,63,60,62,61,58,100,94,87,30.23,10,6,1,10,6,17,0.17
1055,71,64,56,58,55,53,90,72,53,30.29,10,10,8,8,3,12,0
1056,74,65,55,60,57,54,100,79,57,30.25,10,8,2,8,2,12,0.0
1057,77,67,57,58,57,54,93,72,50,30.22,10,8,1,9,4,13,0
1058,76,65,54,58,55,52,93,75,57,30.18,10,10,9,7,2,12,0
1059,82,69,56,62,58,55,100,74,48,30.09,10,6,0,9,2,16,0
1060,86,73,59,58,55,51,87,60,32,30.04,10,10,10,8,2,14,0
1061,86,71,55,57,52,49,86,58,30,29.97,10,10,10,9,3,18,0
1062,82,70,58,66,61,54,100,74,47,29.9,10,9,1,15,7,26,0
1063,79,66,52,68,55,31,90,62,34,30.1,10,10,10,17,7,29,0.0
1064,63,52,41,33,30,26,67,46,25,30.54,10,10,10,13,5,22,0
